,GM02704,GM02706,GM01650,GM01653,GM02640,GM02641,WG2414,WG2415,WG3465,WG3466,GM00042,GM00031,GM01095,GM01096,GM01375,GM01376,WG1657,WG1658,WG1282,WG1283,WG2843,WG2844,GM00289,GM00290,GM01393,GM01392,GM02316,GM02317,GM02456,GM02555,GM03073,GM03075,GM02147,GM02149,GM00940,GM00941,WG2193,WG2194,WG2120,WG2121,WG1309,WG1310,WG1977,WG1978,WG1513,WG1514,WG1721,WG1722,GM00520,GM00935,GM00016,GM00022,GM00439,WG2275,WG2276,WG1984,WG1983
ILMN_1694068,7.379465178,7.313734045,7.38522241,7.298818788,7.298797405,7.278131534,7.318436387,7.310323298,7.259770906,7.331200824,7.330881535,7.431005854,7.351474049,7.208861057,7.330361442,7.270143773,7.3352998,7.373674637,7.435356087,7.298975316,7.317171952,7.365932647,7.301780708,7.308456435,7.349971581,7.397780475,7.307383436,7.328978142,7.315617496,7.245433902,7.300242616,7.346206598,7.316242092,7.357544217,7.285399256,7.311262553,7.230076233,7.382302398,7.330588031,7.277194225,7.335975545,7.484994419,7.339840889,7.318373257,7.264250807,7.43174089,7.556117538,7.35912141,7.344836875,7.332582649,7.432919742,7.347502206,7.438615643,7.350745225,7.520440481,7.309306451,7.419203205
ILMN_1694111,10.66202131,10.53651779,10.83954626,10.90998661,10.67014493,10.50753936,10.89650218,11.34092103,11.19970156,10.99153729,10.9883781,11.00852834,10.93186467,11.02729217,10.90848536,11.00519402,10.9907307,11.03051344,11.00104074,10.84842777,10.93482872,11.0435138,10.89067765,11.03624219,10.56160739,10.60540743,10.70223679,10.67220688,10.34221872,10.88171496,10.70168822,10.55672836,10.60964715,10.8144564,11.00654396,10.81603083,10.89506047,10.87705889,10.90236377,10.98100902,11.12354316,10.89611549,10.18144937,11.15354569,11.02240897,11.05534655,10.99732178,11.17443657,10.70867581,10.92014503,10.67006362,10.68832099,10.79333478,10.78122999,10.78414981,10.68746197,10.642637
ILMN_1694194,7.910775197,7.846787909,8.207782601,7.931698987,7.764407712,7.876273386,8.167576226,8.061896766,8.120403293,8.075855571,8.085919341,8.185652442,8.005191971,8.15989112,7.874901091,8.286033542,8.219031901,8.120152075,8.175724864,8.088789804,8.07559098,8.101717172,8.285559567,7.950738822,7.797006672,7.814535604,7.813111836,7.967468481,7.852442034,7.859259033,7.877118686,7.90342553,7.836593121,7.839802619,8.209326256,8.001896056,8.266751082,8.178402086,8.134779927,8.236748207,8.106779738,8.239950119,8.421207047,8.258687618,7.950753737,8.099566771,8.105460435,8.119948285,7.927318634,8.007812176,7.837385404,7.897863737,7.975025781,8.046454455,7.910761645,7.941787019,7.989446689
ILMN_1694213,9.624974879,9.660369088,9.346098581,9.199208533,9.703085113,9.589529848,9.806565884,9.947547919,10.09927708,9.781425911,9.715458038,9.878371439,9.691581827,9.80334084,9.973811177,9.740108232,10.08218794,9.637948476,9.448896336,9.906074988,9.752437473,9.663616907,9.747712644,9.741082001,9.427743968,9.503136066,9.376141733,9.718743373,9.297641082,9.431110182,9.502719112,9.34690565,9.416430173,9.873413336,10.07589505,9.667076076,9.690116097,9.928670605,10.04616722,9.621297932,9.791793792,9.715841361,10.39058121,9.665860299,9.845453863,9.960078865,9.693743532,9.811013177,9.906325883,9.66269311,9.809127385,9.818574575,9.070834669,10.12816579,9.79417173,10.0447859,9.64329262
ILMN_1694219,9.28244341,9.368462508,9.416136566,9.333693136,9.261680142,9.26921084,9.2249977,9.283193538,9.172516155,9.227844759,8.999935181,9.053920494,9.326572713,9.140741832,9.312851542,9.108646633,9.352399061,9.100577395,9.051832522,9.220125942,9.129843436,9.166874286,8.949057158,8.961979241,9.42288023,9.288367332,9.218006323,9.253760462,9.28518588,9.171385252,9.1158239,9.281247399,9.170640113,9.257920783,9.23394064,9.49000703,9.301113402,9.312620243,9.132472411,9.169701586,9.082021888,9.067323396,9.505141648,8.975275434,9.107365667,9.040286031,9.164597289,9.166576022,9.143692942,9.207098547,9.167817371,9.25534586,9.206298294,9.315861206,9.256651427,9.306151782,9.143006892
ILMN_1694240,10.70085251,10.96858134,11.21570619,10.68581184,10.64863381,10.66726201,10.90057443,10.5639649,10.988196,10.89423037,10.30415975,10.28413598,11.00676679,10.21372984,10.58659368,10.60871142,10.87627442,10.75283133,10.67206598,10.81811923,10.62709379,10.79205542,10.58467485,10.55445879,10.502732,10.56109952,10.61845212,10.62101126,10.67034921,10.66775056,10.90262248,10.69787344,10.71537141,10.59960395,10.29863763,11.06161314,10.89124151,10.57958931,10.74303078,10.86896124,10.85720966,10.93858714,10.5978401,10.69858867,10.7658625,10.98014404,10.83863025,10.96182832,10.76479245,10.6227319,10.66417661,10.41500639,10.87311216,10.95402274,10.68548977,10.77731234,10.95759298
ILMN_1694325,14.25565785,13.86931059,13.98164867,14.4417486,13.98252785,14.13403497,14.64226319,14.70987913,14.75102529,14.61526885,13.98179191,14.07288493,13.68205937,13.51109681,14.09964708,14.06572632,14.68136116,14.78539637,14.69032972,14.26214458,14.40886959,14.35611369,13.91180521,14.01391323,13.82605567,13.72091219,13.95032957,14.08644114,13.94609945,13.72269193,13.79215792,13.84350287,13.9734726,13.79113738,14.14514531,13.35330526,14.83722251,14.69863356,14.86821926,14.72006851,14.68581376,14.20456889,14.81554945,15.02170324,13.76194063,14.58170096,14.72319695,14.82901723,13.96710494,14.04331056,14.21368412,14.30557367,14.11869067,13.72212958,14.37145933,13.84822881,14.02831074
ILMN_1694414,7.44033865,7.389258281,7.46262124,7.360143229,7.433696997,7.471104151,7.462838759,7.414766604,7.384704047,7.351148224,7.489225919,7.410696923,7.467683216,7.458986558,7.463099532,7.41961557,7.452905611,7.434949746,7.510498473,7.495759803,7.491039724,7.429100995,7.492875797,7.433616886,7.474343466,7.400477736,7.423055298,7.408812005,7.423410647,7.384224715,7.437537386,7.442253798,7.423816586,7.448699595,7.524140099,7.341295883,7.540390856,7.398717655,7.406894696,7.393494553,7.477081709,7.401292687,7.49118479,7.421753203,7.488442018,7.467742244,7.442978881,7.431220762,7.362928201,7.38869819,7.48032821,7.426187521,7.504708792,7.465652204,7.45102979,7.473798738,7.456743099
ILMN_1694419,7.47409994,7.501772002,7.512042742,7.49505535,7.436508956,7.532028617,7.49136106,7.540857382,7.463511319,7.488063954,7.548891365,7.486913757,7.426722181,7.531804829,7.504480689,7.478079221,7.504238497,7.491730007,7.472880945,7.412617932,7.508491148,7.489454195,7.558923635,7.537949704,7.505535103,7.525756258,7.445504325,7.42245671,7.479457217,7.429041337,7.471529534,7.553528582,7.448016162,7.435463422,7.412123228,7.492045809,7.464893947,7.477907099,7.545030365,7.501517131,7.519299548,7.475781468,7.538816915,7.519927533,7.527932877,7.53810527,7.547440499,7.523829236,7.537826891,7.541062329,7.519002322,7.449639302,7.506931079,7.487013538,7.563246827,7.477484218,7.441042226
ILMN_1694479,11.14655279,11.20169348,11.50295672,11.4559931,11.13420196,11.11244608,10.97279422,11.07560937,11.36118544,10.95212576,11.14478843,11.00811858,11.20695965,11.42380407,11.14286604,10.91192154,11.35856769,11.05507912,11.27350939,10.84587534,11.26225018,11.17565817,11.12597562,11.4460016,11.01013554,10.8326842,10.8908004,10.67531334,10.96246865,10.73303494,11.10869755,10.72290603,10.78316725,11.34054112,11.25084396,12.02894624,10.55708935,10.89386665,11.16429635,11.08255743,11.16416947,10.6285324,11.09317048,11.01560694,11.09141537,11.48185264,11.23380875,11.11964512,11.19942469,11.31764597,11.1400169,11.06996608,10.70494103,11.33511962,11.28416441,11.14206723,11.64787844
ILMN_1694504,10.37571395,10.40416442,10.43528623,10.24061089,10.51494562,10.34020164,10.1798382,10.33355822,10.30668283,9.913632361,10.35628011,10.38905869,10.54781083,10.54159691,10.18959838,10.4021249,9.894100232,10.08464749,10.08719398,10.04113994,10.20154383,10.17345565,10.71892527,10.67971151,10.03047947,10.1295096,10.36348543,10.17060108,10.42310419,10.40215584,10.24685798,10.51023427,10.44494387,10.29062392,10.46542134,10.44405748,9.883685337,10.03270176,10.20164393,10.13107453,10.25866029,9.806921421,9.702964823,10.15093673,10.26509704,10.46520426,10.19337259,10.38922716,10.23663018,10.34950128,10.12079716,9.978824028,10.11567201,10.33900365,10.470784,10.41995419,10.42802571
ILMN_1694530,11.1925138,11.55430173,12.07715995,11.47404609,11.04285384,11.14820248,11.19699223,11.08739944,11.07024589,11.42866033,11.65587758,11.65504417,12.35930042,11.55231838,11.44186532,11.40682126,11.73810071,10.87137551,11.57299541,11.73742766,11.49760497,11.63159708,11.12601036,11.2587673,11.13431432,11.26062143,11.3417776,11.27290057,11.40975751,11.24386758,11.1985022,11.29140599,11.32874506,11.39609716,11.30847774,12.01289515,11.05491547,10.66492377,11.23747389,11.67530668,11.45772039,11.34620152,11.50729888,11.01033358,11.65853521,11.41416581,11.18910478,11.11127841,11.50882368,11.84315413,11.33214494,11.23775301,12.16327603,11.79799295,11.2912607,11.79345232,11.65478715
ILMN_1694535,7.371838764,7.434954551,7.398331257,7.377277025,7.369948239,7.3017603,7.38458607,7.332284864,7.432035744,7.338642237,7.305954312,7.3333169,7.440008532,7.36265327,7.414632258,7.330097993,7.368942513,7.368366045,7.343141091,7.441208962,7.474116816,7.401140885,7.37465502,7.302810356,7.345918794,7.376544693,7.46067183,7.367964513,7.384780494,7.395798848,7.382269748,7.351083268,7.348453054,7.430065595,7.348791172,7.384401953,7.388787167,7.382099236,7.365242408,7.368400658,7.346867415,7.27247492,7.390797702,7.43752556,7.35945033,7.309508218,7.384512102,7.395680344,7.361423701,7.381198961,7.351198297,7.382021249,7.411039293,7.338788608,7.231682691,7.337970617,7.316796906
ILMN_1694539,10.34107777,10.6322696,10.13047854,10.42330365,10.41774681,10.19539389,10.41900615,10.32541294,10.46901735,10.6580656,10.32008589,10.59282232,10.54096212,10.60239968,10.68767969,10.61833958,10.72689507,10.82099995,10.51577498,10.14117548,10.36095309,10.72048039,10.55713599,10.72665223,10.37895027,10.20331081,10.32136328,10.60288011,10.16078286,10.35285742,10.31757126,10.26401372,10.62314989,9.618385563,10.81479102,10.37780194,10.33680733,10.48726342,10.36305989,10.56009436,10.72810392,10.28646872,9.172835937,9.522314908,10.45978259,10.34215463,10.52084156,10.44519954,10.26202879,10.18862982,10.62281296,10.49234951,10.57664379,10.42401483,10.553628,10.40544333,10.50154886
ILMN_1694588,7.351306823,7.467198696,7.481008665,7.44683402,7.441676363,7.39189172,7.428713664,7.498892105,7.364679786,7.446056056,7.440626806,7.393861875,7.508245597,7.373076051,7.502177706,7.448486822,7.413235886,7.317837247,7.311868733,7.422547999,7.37551866,7.384768707,7.386177509,7.416576103,7.448055103,7.4632929,7.487356973,7.487185193,7.384868194,7.374214506,7.4079535,7.471018532,7.473278099,7.302703845,7.422094787,7.477437666,7.403010198,7.369422944,7.34262997,7.362592573,7.373383897,7.365314607,7.43121442,7.363114314,7.455484564,7.443343838,7.444805554,7.399658324,7.486048153,7.449667092,7.460046648,7.497265134,7.440861428,7.247565813,7.402109941,7.459139102,7.384384862
ILMN_1694666,7.361539586,7.302707253,7.361712793,7.447606572,7.365311507,7.411339114,7.33800869,7.376483664,7.392310401,7.409088198,7.32647788,7.317138267,7.380816462,7.325976502,7.294250475,7.398299953,7.340391228,7.442927102,7.398146129,7.367005534,7.538078241,7.368577012,7.357933079,7.344947634,7.367034339,7.356314788,7.288742827,7.362064163,7.336415039,7.505486278,7.400565997,7.350012018,7.329593599,7.321749405,7.312775811,7.469028546,7.413801866,7.354458886,7.298388138,7.518684525,7.40563169,7.388837389,7.390828407,7.410155228,7.416024475,7.390282137,7.395282238,7.394746978,7.443899597,7.371989985,7.339283349,7.381783178,7.380586855,7.437882324,7.348030564,7.411563317,7.457073302
ILMN_1694755,7.479090997,7.371710889,7.296721529,7.427127081,7.33836084,7.32987312,7.451132217,7.348816608,7.487452323,7.489862451,7.472229182,7.445721319,7.332065795,7.336822047,7.363982976,7.387512573,7.423465412,7.431306202,7.387171963,7.462966572,7.378579854,7.418719059,7.415170542,7.480674635,7.435116146,7.542330822,7.416129564,7.444450569,7.404691295,7.459853492,7.422877863,7.519644236,7.348768437,7.322213046,7.463228491,7.461578007,7.385917867,7.445516777,7.328084901,7.311499134,7.344306863,7.415245452,7.367715115,7.408157724,7.346211309,7.378740314,7.337899529,7.391056132,7.3218225,7.436865645,7.39788196,7.342551253,7.436769042,7.162182228,7.39726926,7.433595995,7.305095184
ILMN_1694759,10.57028144,10.45033275,10.42596234,10.68730526,10.36520743,10.396713,10.33031607,10.35324727,10.28033055,10.37177501,10.56062404,10.58290604,10.57009304,10.31257168,10.26245598,10.32188196,10.35310163,10.24446773,10.37766672,10.30294492,10.48726746,10.40337068,10.47807924,10.58533666,10.51213214,10.37724259,10.57906482,10.59024499,10.49979655,10.37984402,10.30201793,10.3852582,10.34399039,10.56005154,10.51891588,10.33503373,10.46991156,10.34431981,10.57146048,10.46274742,10.20867091,10.35275723,10.13053697,10.45016291,10.39890801,10.39611963,10.47819093,10.46694199,10.56784017,10.60482871,10.61719684,10.43436443,10.34787067,10.34409981,10.40761594,10.23659527,10.27123173
ILMN_1694772,7.450183388,7.46548361,7.3642371,7.466473469,7.475722806,7.454678131,7.401041702,7.448378049,7.490498315,7.488906141,7.485541732,7.372456899,7.338951408,7.372399451,7.477818625,7.417900637,7.437179344,7.451411207,7.427058647,7.393140146,7.471883518,7.530378783,7.460889603,7.455641399,7.485764345,7.409646609,7.529755357,7.575756839,7.53570027,7.421269766,7.531052591,7.603230011,7.515910556,7.378046454,7.34307191,7.502891849,7.528205979,7.377158302,7.530504953,7.468718516,7.539788629,7.439182788,7.399940661,7.450211518,7.515673652,7.443201951,7.470773242,7.531474701,7.512523392,7.43648876,7.536443503,7.429527485,7.447842136,7.407077595,7.311959905,7.382087074,7.408565116
ILMN_1694776,8.383473946,8.607255346,8.479846005,8.422127039,8.454981643,8.223395466,8.303243856,8.323399177,8.382521926,8.397807156,8.322946632,8.618162262,8.270830011,8.456495683,8.621081884,8.554349301,8.38874282,8.196172537,8.303756316,8.175019544,8.172957389,8.460068636,8.441402973,8.418029074,8.381072743,8.24268938,8.306200051,8.331882184,8.253490167,8.300008785,8.467057758,8.233305462,8.567877957,8.387606793,8.595018894,8.193493247,8.305476178,8.23752393,8.313458647,8.313402671,8.328307583,8.188025759,8.360295864,8.211772182,8.290508484,8.334179806,8.305896838,8.560712454,8.319131065,8.505245486,8.314732388,8.198241278,8.291649293,8.730479427,8.673255559,8.37076738,8.477463428
ILMN_1694780,8.483147388,8.329360956,8.03873045,8.548446586,8.33968247,8.547121991,8.205183281,8.433551356,8.554240606,8.403278639,8.684289071,8.540917378,8.103103692,8.54929034,8.524830044,8.59668761,8.087286921,8.920975393,8.680495435,8.260382663,8.957207352,8.703252945,8.837328323,8.516579353,8.61007246,8.551794934,8.507762517,8.376949986,8.617019437,8.456801137,8.388393579,8.491945203,8.460551057,8.303181296,8.789388616,8.132132812,8.672489979,8.787943673,8.817025165,8.193973053,8.359154904,8.315021201,8.057790116,8.572694144,8.292813377,8.561614457,8.523304961,8.213620647,8.468369724,8.560604077,8.642059328,9.108584802,8.594798888,8.283081527,8.827231611,8.474233636,8.441544155
ILMN_1694923,8.305279223,8.634693779,8.362353508,8.201660309,8.666933021,8.534331888,8.487785593,8.476279084,8.47544073,8.307734613,8.472461084,8.462759069,8.520137372,8.545025461,8.500655589,8.680483776,8.3522331,8.43564619,8.318107795,8.431458343,8.415382003,8.280732019,8.814298355,8.281768828,8.467284092,8.499713015,8.510108767,8.579590507,8.448028499,8.521777253,8.652153039,8.628260847,8.463798854,8.579363484,8.693027296,8.621107514,8.42604796,8.426357406,8.464453802,8.403909639,8.423190122,8.424056173,8.445463946,8.354588934,8.542414909,8.547145002,8.351624323,8.44050409,8.353849883,8.403762457,8.344871759,8.362795877,8.277798344,8.613210535,8.457507983,8.563355014,8.480112897
ILMN_1694983,7.707209949,7.851823194,8.093524674,7.831884692,7.781002691,7.768506744,7.865586257,7.76132272,7.739458345,7.70627691,7.852531463,7.940335504,7.964310948,7.878112904,7.891453161,7.91714933,8.243787772,7.990455061,7.845443365,8.177311693,7.784264873,7.795321845,7.670226646,7.82219796,7.770912936,7.76708983,7.727818571,7.822553625,7.769734257,7.866043916,7.803409907,7.885984251,7.846375184,7.740983935,7.858112899,8.057986449,7.830792806,7.830840639,7.8040327,7.862867589,7.919180404,7.949601139,8.126147637,7.941241914,7.910897583,7.983357565,7.991708435,7.825256761,7.800800866,7.860944155,7.911431758,7.96289619,7.995386917,8.008891845,7.971356403,8.006059106,8.130062942
ILMN_1695025,7.268512445,7.331935839,7.358392904,7.40439504,7.337521018,7.442722858,7.417523823,7.366417816,7.381649523,7.44852579,7.401753603,7.365594084,7.311746158,7.350027713,7.293157519,7.439643602,7.332239176,7.426628481,7.357274882,7.358818387,7.342364818,7.320201983,7.351601173,7.340061014,7.428771582,7.344864515,7.377854467,7.366582641,7.317316061,7.390584161,7.345241811,7.380398122,7.374480515,7.338751885,7.298790823,7.360516207,7.321758392,7.377203618,7.345034073,7.285319904,7.342041017,7.309907947,7.414174362,7.329146388,7.392850533,7.326433813,7.348589915,7.361350497,7.372106377,7.344938734,7.380523359,7.388695631,7.384943277,7.394078822,7.467905577,7.446520025,7.397401066
ILMN_1695079,7.584075945,7.866847649,7.587587696,7.665018416,7.675100127,7.640617521,7.727068404,7.676845813,7.671103983,7.711151527,7.606113543,7.614880689,7.704434933,7.666403298,7.661673518,7.600204493,7.691011478,7.659091255,7.645737284,7.80876239,7.684123206,7.715061019,7.608519124,7.567281765,7.54097176,7.582941469,7.629548309,7.675570164,7.707516434,7.592323964,7.661776781,7.69215211,7.694599919,7.626164183,7.534361805,7.530886676,7.670957879,7.668803761,7.707761227,7.738374813,7.6694655,7.679145742,7.66162823,7.627881666,7.618449066,7.603134465,7.674019155,7.599640062,7.701422789,7.669979397,7.57313504,7.589335021,7.649942064,7.739084261,7.738384154,7.671033578,7.790931366
ILMN_1695110,10.47287284,10.33649086,10.36646001,10.11102253,10.29376365,10.46996558,10.5272601,10.86096574,10.87973245,10.36485867,10.6030405,10.55633153,10.80726684,10.36755063,10.37890212,10.71502028,10.47539587,10.51177303,10.46155154,10.33569756,10.36830083,10.37868417,10.59480617,10.5827865,10.34201125,10.22853655,10.33421422,10.24808979,10.31682207,10.20668935,10.44083634,10.09975494,10.3485655,10.5236887,10.83901707,10.51190183,10.29727748,10.29721542,10.49819522,10.37942428,10.53662539,10.15564154,9.058733962,10.54963264,10.13533339,10.74265856,10.41109147,10.18145149,10.19955591,10.34249329,10.19854557,10.28938936,9.928045363,10.042603,10.6193317,10.3057622,10.14229498
ILMN_1695128,7.31268526,7.305792734,7.252092022,7.334908728,7.24442773,7.378419249,7.297726926,7.282119964,7.362741778,7.312828407,7.301880996,7.367174285,7.292856076,7.425352568,7.23204801,7.2092855,7.221253803,7.389590929,7.32807929,7.305405034,7.323048146,7.280096275,7.380429323,7.304641115,7.341795449,7.251191063,7.315570554,7.297383573,7.276432092,7.339705434,7.328313213,7.330797048,7.331185204,7.344339802,7.299738123,7.312338422,7.402074616,7.226709012,7.29259705,7.326247944,7.283801352,7.368967042,7.374383823,7.302488785,7.354090233,7.245688172,7.375878281,7.337696992,7.354820616,7.325753391,7.322267947,7.300047689,7.246014778,7.240847665,7.370138943,7.246691011,7.286440976
ILMN_1695271,8.06398664,8.648111012,7.98752601,8.109299737,8.052057873,8.090073454,8.730224117,8.116198304,8.807826895,8.4290161,8.091900045,7.926439095,8.097243615,9.16079612,8.309079897,8.039660158,8.198938963,7.728724703,8.24231904,7.774869051,8.639867406,7.736950635,8.190355215,7.814387983,8.380459961,8.000202931,8.105606364,8.263079484,7.892767272,8.140856813,8.030279485,7.749647565,7.790573267,7.969929967,8.248662866,8.222257637,8.374966213,9.168902406,8.275996035,7.85253604,8.270349293,8.443774192,9.218797094,8.297494166,8.016567055,7.734914281,8.378824844,7.765059478,7.956789769,7.91337263,8.326084932,8.269685841,7.757779368,8.703413235,8.064050823,8.450228152,8.174045934
ILMN_1695334,8.339093376,8.307294189,8.331201213,8.172926206,8.212384948,8.306412738,8.481855346,8.446606163,8.490840367,8.365483153,8.154710647,8.249118186,8.206802501,8.151872873,8.000589046,8.216472875,8.220470691,8.408161645,8.221046097,8.45679678,8.299298123,8.181202371,8.297098102,8.175820325,8.212567137,8.134766921,8.170250475,8.123029885,8.210694305,8.219950158,8.259802997,8.222023291,8.36487848,8.222651165,8.196969298,8.120710037,8.470230942,8.455447291,8.366089408,8.508219011,8.282029579,8.515343504,8.298806709,8.377152758,8.181157019,8.270960384,8.333248089,8.439683665,8.266354021,8.158956448,8.187263874,8.164956012,7.937085038,8.353228377,8.116797328,8.157500976,8.127411046
ILMN_1695354,8.061641972,7.844499977,7.435080407,7.713015644,7.999543478,7.964188156,8.036754466,8.249420283,8.135344065,7.754820593,7.642274646,7.615799119,7.467442307,7.738658717,7.709911138,7.649312095,7.508986835,8.105772725,7.681061381,7.427043298,7.63042967,7.533184186,7.631089081,7.78022104,7.86058733,7.685414534,7.830429587,7.924563942,7.803966764,7.813378957,7.607260158,7.975767702,7.650367413,7.894436462,7.680141813,7.405150986,8.114261211,8.049068301,8.242706972,7.591439415,7.818792645,7.71921019,7.635040277,8.363272244,7.514334055,7.761065996,7.839513253,7.777510424,7.62088782,7.551779498,7.616812431,7.973959555,7.468016745,7.513156348,7.968399724,7.588321896,7.445590419
ILMN_1695413,7.551055957,7.543613799,7.610313692,7.620251239,7.531667222,7.573277713,7.579536009,7.594431607,7.572061035,7.72123704,7.569659827,7.619700997,7.449167421,7.575981887,7.699839967,7.552590833,7.692722508,7.634169102,7.561999101,7.580361639,7.516239951,7.531708649,7.550142415,7.582546854,7.577092876,7.636723264,7.557152091,7.632892255,7.594568642,7.581217824,7.488800815,7.482168246,7.650822402,7.70138075,7.573289148,7.549012434,7.669085069,7.731830133,7.676743846,7.670065048,7.5035015,7.49592629,7.524829241,7.612399589,7.582209502,7.518660913,7.692395892,7.572326499,7.453776374,7.567695264,7.500124959,7.477735373,7.535900041,7.571834402,7.711979013,7.454365162,7.376506675
ILMN_1695414,8.636735251,10.19392307,8.690185061,8.209222451,8.262931567,8.791028078,8.371167748,8.459308671,8.55433794,8.112126758,8.566672779,8.477015317,8.749805357,8.801836084,8.105373574,9.019167655,8.68272726,8.771072423,9.070773257,9.530405612,8.710902507,8.548069146,8.462171645,8.311109155,8.265042263,8.708641409,8.604262163,8.282567891,8.766857649,8.847845952,9.77008188,8.002606278,8.748779142,8.761734601,8.274807418,8.959472504,7.771607589,7.836576796,8.026463186,8.649801416,8.93293156,9.124818173,8.094231697,8.676073732,8.651553577,8.787511281,8.635743404,7.826568152,8.078432464,7.802149699,8.060508704,7.713739178,7.883787968,8.614826066,7.804956886,8.520161084,7.949116413
ILMN_1695418,7.949154467,8.207307745,7.849096051,7.832132612,7.88831582,7.951666982,7.800692473,7.831458378,7.808423931,7.946684052,7.913287033,7.978009436,7.882613188,7.937905384,7.85964584,7.974069716,7.906888716,7.862939091,8.002285197,8.019342521,7.950947325,7.85713959,7.96238831,7.910817767,7.848794582,7.896441396,7.894219861,7.930972567,7.881205911,7.886850445,8.042702206,7.909532278,8.095937363,8.006446537,8.016488833,7.891408865,7.867388181,7.96955382,7.886658948,7.846101144,7.901769153,7.913650373,7.828548739,7.840886306,7.915518021,7.822861087,7.935458858,7.805724904,7.889950799,7.831159295,7.867255926,7.805586223,7.820939294,7.802486275,7.902913961,7.830626225,7.905387315
ILMN_1695576,11.97462984,12.05606282,11.6284741,11.73915669,11.77009309,11.94135091,11.55607568,11.71520197,11.54393341,11.7878801,11.42880479,11.52248744,11.56354975,11.51262218,11.32362163,11.18715068,11.27378815,11.4988004,11.52798963,11.90782381,11.40729292,11.47507164,11.59395272,11.46586005,11.7592525,11.83039682,11.9277431,11.79183075,11.78764001,11.69851334,11.94302218,11.49402231,11.62073854,11.96992427,11.34729731,11.61538994,11.55955439,11.52353987,11.49260951,11.44558881,11.53423728,11.55409501,10.96436359,11.36781362,11.77688377,11.3371673,11.37468738,11.57030407,11.59694349,11.66968877,11.75387257,11.50561443,11.68518926,11.64301781,11.7295041,11.91064515,11.96522055
ILMN_1695745,8.578324521,8.615835347,8.906381006,8.709435725,8.440845439,8.493291385,8.6452093,9.011524145,8.80344489,8.754539571,8.522634982,8.63728601,8.637149712,8.724707123,8.675599503,8.394740469,8.619837246,9.107498431,8.615755772,8.609191886,8.804638714,8.821025324,8.575127787,8.593646572,8.808396614,8.846781895,8.559866181,8.529113031,8.44615809,8.356720757,8.272363377,8.473004648,8.539287173,8.71986174,8.553352675,8.507744436,8.836141163,8.664984537,8.658332653,8.778715946,9.112369281,9.042529596,9.028875614,9.105127976,8.864563649,8.73121069,8.955366759,9.067037275,8.802624259,8.724723003,9.005119847,8.783564056,8.922368753,8.75796026,8.844904119,8.87759333,9.025060416
ILMN_1695807,7.35818016,7.320619134,7.359080129,7.351564873,7.374273359,7.377026096,7.379230226,7.336819705,7.421487182,7.31693173,7.318868961,7.393375861,7.319935594,7.288076836,7.266943107,7.313572577,7.370352917,7.348216209,7.38472122,7.354819159,7.369093357,7.338738002,7.323227964,7.307697532,7.359344588,7.271695805,7.395998665,7.332497801,7.378014766,7.287845823,7.356852406,7.395865915,7.257374397,7.333391823,7.219526213,7.382259951,7.386230749,7.289071935,7.358083863,7.265980061,7.393641412,7.325257209,7.259437629,7.326349344,7.445729799,7.283671032,7.362118424,7.390859487,7.383815313,7.299258133,7.318155667,7.31652698,7.271799659,7.301899282,7.362996995,7.289603458,7.300055965
ILMN_1695871,7.366991688,7.337114015,7.396104846,7.404318209,7.351539925,7.348295435,7.344171388,7.389320486,7.392100887,7.415692269,7.465889211,7.351170966,7.374600408,7.476370137,7.331429804,7.348121841,7.389428436,7.466200376,7.412693326,7.396450394,7.452938718,7.401604502,7.388390667,7.380415472,7.472438996,7.53976648,7.384200492,7.378449182,7.444257238,7.479062748,7.406462126,7.348069272,7.443542621,7.343983921,7.298320108,7.289601138,7.38949199,7.353546395,7.351569247,7.414756238,7.350026188,7.379276133,7.335364367,7.329634431,7.399348795,7.397993186,7.384712726,7.303640017,7.313861951,7.38636455,7.468342737,7.455196801,7.5868787,7.497628989,7.355360602,7.495180408,7.371237313
ILMN_1695924,7.472333664,7.370219066,7.411603229,7.491722195,7.363317737,7.368876579,7.466853347,7.427529163,7.41813844,7.425519122,7.488378551,7.376817767,7.450906378,7.465895638,7.416103529,7.378219454,7.460721334,7.375246207,7.50234297,7.441438963,7.370798224,7.503125383,7.469020214,7.45672556,7.480015028,7.417873129,7.386036699,7.374450085,7.404045194,7.40888427,7.404868628,7.480082106,7.472577758,7.409042986,7.329292207,7.362694723,7.56591656,7.364240159,7.428148309,7.383713338,7.436757348,7.387386213,7.418400342,7.392384205,7.389927593,7.399871998,7.481646311,7.298516318,7.390273503,7.512722984,7.436080485,7.419908844,7.439646913,7.465874098,7.345570975,7.539940337,7.397044541
ILMN_1695945,10.93325716,11.52257266,10.15727391,10.83833969,11.03621531,10.86354984,10.79103378,10.67894133,10.77374023,11.0083352,10.90435889,11.15621634,10.26539588,9.91578384,10.6419693,10.78013729,10.88717287,10.77084531,10.73297898,11.11169563,10.56824792,10.62894858,11.03623269,11.29288631,10.93414438,10.88842007,11.00865299,10.85690822,10.94651834,11.12949343,11.00238639,11.42286301,11.7007526,11.01958769,10.90437516,10.20053101,10.55401081,10.94260401,10.38472752,10.51797007,10.30865231,9.966093733,9.823946054,10.30477581,10.53438403,10.33866789,10.5304788,10.47911287,10.83503164,10.81862357,10.51572494,11.09952654,10.09060328,10.20011466,10.71036082,10.80252122,10.523406
