,GM02704,GM02706,GM01650,GM01653,GM02640,GM02641,WG2414,WG2415,WG3465,WG3466,GM00042,GM00031,GM01095,GM01096,GM01375,GM01376,WG1657,WG1658,WG1282,WG1283,WG2843,WG2844,GM00289,GM00290,GM01393,GM01392,GM02316,GM02317,GM02456,GM02555,GM03073,GM03075,GM02147,GM02149,GM00940,GM00941,WG2193,WG2194,WG2120,WG2121,WG1309,WG1310,WG1977,WG1978,WG1513,WG1514,WG1721,WG1722,GM00520,GM00935,GM00016,GM00022,GM00439,WG2275,WG2276,WG1984,WG1983
ILMN_1726359,10.42324456,10.52637748,10.28676516,10.2307575,10.33434956,10.26681041,10.13390662,10.16151865,9.980204493,10.17779875,10.08251637,10.19323248,10.41346504,9.958867599,10.12370219,10.14083687,10.25978854,10.10338997,10.01070462,10.30966393,10.1584909,10.10934556,10.16077808,10.08420972,10.25440219,10.38221235,10.29364803,10.3575348,10.35759875,10.38980159,10.50972664,10.55366041,10.45340242,10.27243089,10.05135079,10.36384518,10.20091058,10.0303708,10.09881897,10.40639158,10.06452732,10.14201969,10.31587564,10.10223904,10.30723698,10.21212419,10.10917197,10.17025073,10.10537961,10.16277245,10.07959915,9.994393941,10.47331734,10.37754488,10.18131953,10.46029748,10.34255932
ILMN_1726368,8.920042903,9.071583058,8.697074937,9.190853186,8.595065702,8.922795862,8.578697522,8.745187075,8.462291729,8.838193912,8.68188202,8.527570534,9.000705223,8.539026404,9.006596437,8.800293924,8.572701112,8.483956537,8.735877079,8.434968203,8.639946655,8.940679373,8.304858026,8.648141696,8.744418167,8.828213579,9.082617483,8.810673999,8.967885143,8.87615108,8.60165596,9.162414914,8.972789327,8.676205774,8.774267149,8.781022943,8.676856042,9.362515766,8.558584937,8.584500307,8.549237255,8.116643951,8.304658864,8.476153593,8.492061639,8.647918711,8.492560012,8.387818434,8.542319935,8.747626576,8.673583762,8.905864173,9.104056565,8.709035682,9.244472214,8.861770733,8.881582828
ILMN_1726391,10.32591877,10.6531375,10.46078289,10.48999618,10.63456381,10.70669593,10.44483594,10.38134029,10.1035465,10.42011808,10.08013344,9.845806508,10.10507803,10.17498472,10.23784727,9.909768162,10.03430921,10.27600763,10.44501671,10.69244062,10.41861522,10.14977106,10.15350014,10.05363658,10.70753292,10.80481804,10.71760682,10.46306985,10.73569991,10.6206143,10.81593663,10.60144725,10.66779591,10.70536376,9.825387379,10.45603905,10.59371764,10.47856795,10.32456233,10.06754082,10.17923245,10.51735441,9.377294728,9.963439769,10.62022051,9.928808445,10.38533288,10.13411713,10.41081874,10.43157756,10.37918374,10.35270292,10.49013533,10.48707445,10.26685478,10.52508003,10.57616298
ILMN_1726420,7.66065138,7.683548464,7.653235185,7.609420265,7.493077842,7.621672688,7.687869094,7.597871314,7.643022862,7.616002382,7.680358671,7.526868088,7.719012771,7.636226842,7.681729199,7.670519801,7.665259801,7.618227266,7.537987808,7.581830742,7.630571452,7.619743397,7.677031868,7.587533216,7.514841361,7.614182061,7.56755541,7.698327987,7.615523148,7.5844294,7.639092831,7.708141162,7.681909734,7.622335674,7.547644628,7.578775302,7.643586844,7.625236719,7.619440775,7.558998904,7.598839451,7.591916255,7.685666386,7.604109276,7.595686018,7.557680419,7.570802865,7.571918925,7.713062703,7.620199072,7.65527896,7.613774866,7.459965807,7.559439929,7.504395898,7.582353761,7.507113471
ILMN_1726434,10.79271194,10.43468767,10.1719369,10.37817916,10.52671863,10.7240597,10.41739581,10.51403061,10.61275588,10.30203524,10.61274392,10.5811503,10.4634419,10.72835368,10.36698433,10.52315054,10.22383414,10.3769561,10.37833599,10.16451705,10.33116986,10.36061663,10.76442674,10.41145254,10.56006512,10.49446885,10.53368879,10.50522183,10.47194741,10.64133162,10.44020741,10.4826356,10.4022326,10.65044256,10.74684882,10.37993348,10.37985753,10.45886807,10.22560164,10.46318042,10.45790373,10.37132528,9.933320057,10.31370472,10.42231308,10.45044717,10.08945073,10.33660818,10.40778672,10.58022958,10.30750595,10.41342924,10.44373962,10.05384471,10.66034187,10.40239284,10.13036622
ILMN_1726512,9.286353249,8.724001939,8.505450299,9.052500909,9.258865295,9.166368542,8.932796687,9.103421237,8.894110916,8.860482598,9.07178582,8.988580521,8.945363512,9.114793654,9.095442728,8.866390956,8.522406446,9.032936587,8.809872209,8.416980152,8.959789847,8.978901185,9.270575112,9.292106333,9.19202049,9.120476093,9.276689004,9.054506414,9.024546548,8.995996486,8.882994861,9.262933009,9.017617199,9.210250212,8.900080395,8.853710233,8.893808639,9.00743557,9.245038909,8.661975985,8.954906702,8.635729765,9.236451124,9.141323449,8.870598257,8.869083449,8.918243078,8.984770834,8.882604185,8.831826981,8.879038525,9.074037896,8.902223467,8.597790334,9.254834001,8.753620983,8.66507817
ILMN_1726545,7.387535533,7.43676683,7.362704838,7.47138526,7.465045698,7.469039871,7.396906034,7.281517759,7.437622907,7.440470691,7.350355835,7.432077972,7.422081062,7.452821292,7.361101026,7.509870821,7.50970728,7.41744516,7.479158211,7.415051473,7.447124982,7.471994927,7.406550607,7.366712341,7.380678306,7.4114723,7.49788773,7.496774985,7.400506793,7.389974693,7.410222828,7.476004361,7.3819114,7.343528247,7.416237816,7.495680942,7.44640001,7.413993977,7.470896831,7.325730616,7.403371228,7.497271798,7.405718817,7.410303643,7.431981966,7.451788738,7.411010024,7.455329433,7.369241736,7.506738841,7.466819251,7.443260444,7.426692029,7.378937441,7.418181125,7.301456932,7.420849837
ILMN_1726554,9.620597171,9.736517448,9.742847277,9.614325856,9.677232037,9.615635215,9.698720455,9.698274404,9.820423014,9.665565693,9.86351518,9.82011128,9.727430311,9.687139826,9.84113566,9.797949484,9.792026314,9.751802503,9.776845855,9.613824571,9.540315701,9.638568384,9.682769213,9.822233004,9.420427484,9.721231664,9.548835467,9.782149717,9.636236559,9.583345195,9.824934515,9.93717941,9.777155859,9.715859871,9.538157323,9.943646872,9.710083967,9.715569047,9.614515754,9.799858666,9.623557305,9.653326196,9.935927548,9.739820798,9.44884306,9.598046968,9.740928218,9.658978615,9.419254433,9.449478408,9.378125337,9.463830633,9.618639252,9.790059539,9.797924607,9.494627382,9.79462871
ILMN_1726565,12.72496765,12.9201899,12.80391033,12.92579367,12.97897512,12.89296512,12.90881899,12.99911115,12.91717017,12.65997286,13.18368731,13.16157181,13.06046354,13.11866427,13.22885198,12.87808372,12.78821227,12.83908893,12.90312285,12.58994039,13.12510806,13.11572042,13.11651781,13.34589844,12.84369339,12.88715969,12.88009115,12.96318781,12.8992295,13.00305374,12.94213169,12.82939427,12.93210537,12.90468502,13.07780482,12.80968786,12.68079916,12.8303202,12.78116256,13.04059602,12.9493227,12.454002,11.89274027,12.97588073,12.82588535,13.11531935,12.89584985,13.03570814,12.96494125,13.03173971,12.78118032,12.91975371,13.0845319,12.94854137,13.17319141,12.89301185,12.76549244
ILMN_1726574,10.30373999,11.1402191,10.46325592,9.978499859,10.39011709,10.38924945,9.935605762,9.914189015,10.10574049,9.881640682,10.17830999,9.833471987,10.16728893,10.41255485,10.03882567,10.21962584,9.43374332,9.947993858,10.0486553,10.20502514,9.948537101,9.793636957,10.03675906,9.99300943,10.12572686,10.22682962,10.33061059,10.17434368,10.35284324,10.2784336,10.61470267,10.21120683,10.38412965,10.43332394,10.07447032,10.4271736,9.636857325,9.686466148,10.00096295,9.79008446,10.04855972,10.13268637,9.974292821,9.824037018,10.2499483,9.993287597,9.779333559,9.967931257,10.07185516,9.994231882,10.18544466,9.872871277,9.873594631,10.55829557,10.10738793,10.1539603,10.0639924
ILMN_1726575,8.36576174,8.237415604,8.006810472,8.450018982,8.830549979,8.742358396,8.521861583,8.273545697,8.808146033,8.570269917,8.107910538,8.399087557,8.068347472,8.259343728,8.410151022,8.285028075,8.528965232,8.874573476,8.482968002,8.401675283,8.375169905,8.358095541,8.309088779,8.615933206,8.362918806,8.272294505,8.386161017,8.481065213,8.173775818,8.346210477,8.472616821,8.910145222,8.809698475,8.133362609,8.27761306,8.082797155,8.784989603,9.011195219,8.920285459,8.638508545,8.442692784,8.305044148,8.998299451,9.453992057,8.228922811,8.456551202,8.609590509,8.241753497,8.286426115,8.143867778,8.289248438,8.700632095,8.101976213,8.059260601,8.156473896,7.993958068,7.994409918
ILMN_1726578,7.624703522,7.839322148,7.624901909,7.715903137,7.633406682,7.716119687,7.780643583,7.712124263,7.809575569,8.023675331,7.698312933,7.884269529,7.640554429,7.773525143,7.816031074,7.957952667,8.431606565,7.778763884,7.8958031,8.583493628,7.783119354,7.813996611,7.473035055,7.494491407,7.671711069,7.850076338,7.622095758,7.590659057,7.680285883,7.664740609,7.725956436,7.628327387,7.785853577,7.709226403,7.719276165,7.520538833,7.701783478,7.878210599,7.738873482,7.870238116,7.896781632,7.763772028,7.692896499,7.896915983,7.61536508,7.724802217,7.690764334,7.687359018,7.608439856,7.56828127,7.537877218,7.519927341,7.609814857,7.677634857,7.690721148,7.6628299,7.732765698
ILMN_1726659,9.444553898,9.776381033,9.873776047,9.159252529,9.195762813,9.378323578,9.478529256,9.582480526,9.684139945,9.49177568,9.327383257,9.405010403,9.882806466,9.525029887,9.283527888,9.481388528,9.930962052,9.537182095,9.673579021,10.07982216,9.557055386,9.662499159,9.39891656,9.422729217,9.082013521,9.320521879,9.258113541,9.251796635,9.437770443,9.421047842,9.746232726,9.079173862,9.334429602,9.285135076,9.224489836,9.844817825,9.194156847,9.135464275,9.276127833,10.04133647,9.729791091,9.790474787,9.330280242,9.73277983,9.403613297,9.684132076,9.573434916,9.42252448,9.273295291,9.335273845,9.068117054,9.089399761,9.349955658,9.638454622,9.23677442,9.828361734,9.490159394
ILMN_1726704,8.189902998,8.313340349,8.156368924,7.972133294,8.122942715,8.119398609,8.103177958,8.375492781,8.145592917,8.126779478,8.158064373,8.108366793,8.123468115,8.217082501,8.261717367,8.247761097,8.098372896,8.028159492,8.125217067,8.230851544,8.151543364,7.939220558,8.187132457,8.192005527,8.275254716,8.301184345,8.244308251,8.346065008,8.324803154,8.203106208,8.214632558,8.420365013,8.106384902,8.310949478,8.368998066,8.133998076,8.215492787,8.371133222,8.122949733,8.126986086,8.084023919,8.242418444,8.781911351,7.922638504,8.155102687,8.008439195,7.963137592,8.151546392,8.08489093,8.041335468,8.053843991,8.130282135,8.114324562,8.278283906,8.047371827,8.183307095,8.224643946
ILMN_1726720,11.36689537,12.52162691,10.49483811,10.63131462,10.54095644,11.24018192,10.89538676,10.95740496,11.21248206,9.846062899,10.62629864,10.48608323,9.888885275,10.64347794,10.30863062,10.9611454,11.36474044,11.46745471,11.86875951,12.32825392,10.97188827,10.86966088,10.70905576,10.25452282,10.51338383,11.66247722,11.38387986,10.73360146,11.72344628,11.30868594,12.2001336,9.813185377,10.71138353,11.52056386,9.91567863,10.32046138,9.637486774,9.705554478,10.05772012,11.36615228,11.32787405,11.7999967,9.063715096,11.37582135,10.72910845,11.41601753,11.72235996,10.12926856,10.3484092,9.660981551,10.16032352,9.733304033,9.813671029,10.00206587,10.35096264,10.35425926,9.369037044
ILMN_1726798,7.734422709,7.68442117,7.678266125,7.648386697,7.708023228,7.700500354,7.643437816,7.577462453,7.662850484,7.601776279,7.743673579,7.810685498,7.752864691,7.722528515,7.765934283,7.763178773,7.606718651,7.598375719,7.658163633,7.716477151,7.702428062,7.73522536,7.779082921,7.762754655,7.654056408,7.636701098,7.699901124,7.715909868,7.633832898,7.768395991,7.667155084,7.781423063,7.698950508,7.769710581,7.83520573,7.717953834,7.562684942,7.633662202,7.735573232,7.593925222,7.634488636,7.592842238,7.687858211,7.597540357,7.629411578,7.638391424,7.631873527,7.650674936,7.603897718,7.564562984,7.648365222,7.747309618,7.814767267,7.794132404,7.797085292,7.762584934,7.71417572
